CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
0,143,Reputation,65272,3,7035,0,5680,64042,805
7,143,Reputation,65272,3,7035,0,5680,64045,805
15,143,Reputation,65272,4,7035,0,5680,64103,805
2,143,Reputation,65272,3,7035,0,5680,64215,805
0,143,Reputation,65272,9,7035,0,5680,64276,805
11,143,Reputation,65272,2,7035,0,5680,64313,805
0,143,Reputation,65272,14,7035,2289,5680,64538,805
1,143,Reputation,65272,15,7035,0,5680,64539,805
5,143,Reputation,65272,9,7035,0,5680,65232,805
3,143,Reputation,65272,1,7035,0,5680,65350,805
0,143,Reputation,65272,7,7035,0,5680,65873,805
3,143,Reputation,65272,1,7035,0,5680,65958,805
4,143,Reputation,65272,8,7035,0,5680,66197,805
3,143,Reputation,65272,5,7035,0,5680,66224,805
0,143,Reputation,65272,2,7035,0,5680,66312,805
0,143,Reputation,65272,16,7035,0,5680,66475,805
0,143,Reputation,65272,1,7035,0,5680,66797,805
4,143,Reputation,65272,3,7035,0,5680,66884,805
0,143,Reputation,65272,4,7035,0,5680,66887,805
2,143,Reputation,65272,2,7035,0,5680,67034,805
0,143,Reputation,65272,0,7035,0,5680,67109,805
0,143,Reputation,65272,0,7035,0,5680,67110,805
4,143,Reputation,65272,28,7035,0,5680,67210,805
0,143,Reputation,65272,2,7035,0,5680,67354,805
0,143,Reputation,65272,4,7035,0,5680,67505,805
5,143,Reputation,65272,2,7035,0,5680,67509,805
1,143,Reputation,65272,6,7035,0,5680,67531,805
0,143,Reputation,65272,4,7035,0,5680,67539,805
6,143,Reputation,65272,9,7035,0,5680,67550,805
0,143,Reputation,65272,2,7035,0,5680,67652,805
5,143,Reputation,65272,1,7035,0,5680,67653,805
3,143,Reputation,65272,2,7035,0,5680,67654,805
0,143,Reputation,65272,1,7035,0,5680,67656,805
0,143,Reputation,65272,1,7035,0,5680,67690,805
0,143,Reputation,65272,3,7035,0,5680,67711,805
0,143,Reputation,65272,3,7035,0,5680,67712,805
4,143,Reputation,65272,12,7035,0,5680,67723,805
0,143,Reputation,65272,1,7035,0,5680,67802,805
0,143,Reputation,65272,4,7035,0,5680,67927,805
4,143,Reputation,65272,5,7035,0,5680,68041,805
0,143,Reputation,65272,3,7035,0,5680,68141,805
1,143,Reputation,65272,1,7035,0,5680,68207,805
0,143,Reputation,65272,3,7035,0,5680,68263,805
0,143,Reputation,65272,0,7035,0,5680,68505,805
8,143,Reputation,65272,4,7035,0,5680,68636,805
0,143,Reputation,65272,1,7035,0,5680,68661,805
0,143,Reputation,65272,3,7035,0,5680,68878,805
8,143,Reputation,65272,1,7035,0,5680,68939,805
0,143,Reputation,65272,11,7035,0,5680,69016,805
9,143,Reputation,65272,5,7035,0,5680,69270,805
0,143,Reputation,65272,1,7035,0,5680,69340,805
10,143,Reputation,65272,1,7035,0,5680,69346,805
4,143,Reputation,65272,5,7035,0,5680,69358,805
0,143,Reputation,65272,5,7035,0,5680,69423,805
1,143,Reputation,65272,4,7035,0,5680,69432,805
2,143,Reputation,65272,3,7035,0,5680,69479,805
2,143,Reputation,65272,1,7035,0,5680,69486,805
7,143,Reputation,65272,3,7035,0,5680,69492,805
0,143,Reputation,65272,4,7035,0,5680,69527,805
0,143,Reputation,65272,1,7035,0,5680,69913,805
0,143,Reputation,65272,2,7035,0,5680,70204,805
0,143,Reputation,65272,1,7035,0,5680,70622,805
0,143,Reputation,65272,6,7035,0,5680,70673,805
0,143,Reputation,65272,2,7035,0,5680,70879,805
4,143,Reputation,65272,11,7035,0,5680,70971,805
0,143,Reputation,65272,5,7035,0,5680,71085,805
3,143,Reputation,65272,6,7035,0,5680,71097,805
0,143,Reputation,65272,7,7035,0,5680,71305,805
6,143,Reputation,65272,3,7035,0,5680,71366,805
0,143,Reputation,65272,2,7035,0,5680,71367,805
0,143,Reputation,65272,10,7035,0,5680,71444,805
0,143,Reputation,65272,5,7035,0,5680,71555,805
3,143,Reputation,65272,2,7035,0,5680,71580,805
0,143,Reputation,65272,2,7035,0,5680,71596,805
0,143,Reputation,65272,5,7035,0,5680,71629,805
0,143,Reputation,65272,2,7035,0,5680,71658,805
2,143,Reputation,65272,2,7035,0,5680,71750,805
1,143,Reputation,65272,2,7035,0,5680,71774,805
1,143,Reputation,65272,3,7035,0,5680,71775,805
0,143,Reputation,65272,0,7035,0,5680,71859,805
5,143,Reputation,65272,5,7035,0,5680,71867,805
4,143,Reputation,65272,13,7035,477,5680,71871,805
0,143,Reputation,65272,4,7035,0,5680,71880,805
0,143,Reputation,65272,1,7035,0,5680,71902,805
0,143,Reputation,65272,7,7035,0,5680,72029,805
6,143,Reputation,65272,4,7035,0,5680,72033,805
0,143,Reputation,65272,3,7035,0,5680,72187,805
5,143,Reputation,65272,5,7035,0,5680,72215,805
0,143,Reputation,65272,3,7035,0,5680,72220,805
0,143,Reputation,65272,2,7035,0,5680,72269,805
6,143,Reputation,65272,3,7035,0,5680,72270,805
0,143,Reputation,65272,2,7035,0,5680,72287,805
3,143,Reputation,65272,8,7035,0,5680,72394,805
0,143,Reputation,65272,7,7035,0,5680,72399,805
0,143,Reputation,65272,1,7035,0,5680,72411,805
0,143,Reputation,65272,1,7035,0,5680,72417,805
3,143,Reputation,65272,7,7035,0,5680,72594,805
2,143,Reputation,65272,7,7035,0,5680,72690,805
8,143,Reputation,65272,7,7035,0,5680,72781,805
2,143,Reputation,65272,2,7035,0,5680,73020,805
1,143,Reputation,65272,6,7035,0,5680,73035,805
5,143,Reputation,65272,1,7035,0,5680,73036,805
0,143,Reputation,65272,7,7035,0,5680,73042,805
0,143,Reputation,65272,1,7035,0,5680,73105,805
0,143,Reputation,65272,4,7035,0,5680,73115,805
12,143,Reputation,65272,4,7035,0,5680,73122,805
4,143,Reputation,65272,8,7035,0,5680,73254,805
3,143,Reputation,65272,5,7035,0,5680,73446,805
0,143,Reputation,65272,1,7035,0,5680,73515,805
1,143,Reputation,65272,4,7035,0,5680,73535,805
0,143,Reputation,65272,2,7035,0,5680,73638,805
1,143,Reputation,65272,5,7035,0,5680,73812,805
0,143,Reputation,65272,3,7035,0,5680,73854,805
8,143,Reputation,65272,4,7035,0,5680,73993,805
0,143,Reputation,65272,3,7035,0,5680,74008,805
0,143,Reputation,65272,1,7035,0,5680,74083,805
9,143,Reputation,65272,6,7035,0,5680,74105,805
0,143,Reputation,65272,2,7035,0,5680,74279,805
0,143,Reputation,65272,1,7035,0,5680,74371,805
9,143,Reputation,65272,0,7035,0,5680,74383,805
4,143,Reputation,65272,2,7035,0,5680,74422,805
3,143,Reputation,65272,4,7035,0,5680,74436,805
6,143,Reputation,65272,1,7035,0,5680,74453,805
0,143,Reputation,65272,1,7035,0,5680,74490,805
5,143,Reputation,65272,4,7035,0,5680,74492,805
6,143,Reputation,65272,1,7035,0,5680,74591,805
0,143,Reputation,65272,1,7035,0,5680,74646,805
4,143,Reputation,65272,4,7035,0,5680,74702,805
0,143,Reputation,65272,3,7035,0,5680,74726,805
0,143,Reputation,65272,1,7035,0,5680,74801,805
1,143,Reputation,65272,3,7035,0,5680,74825,805
6,143,Reputation,65272,1,7035,0,5680,74834,805
3,143,Reputation,65272,5,7035,0,5680,74836,805
1,143,Reputation,65272,1,7035,0,5680,74848,805
2,143,Reputation,65272,4,7035,0,5680,74903,805
0,143,Reputation,65272,6,7035,0,5680,74919,805
9,143,Reputation,65272,6,7035,0,5680,74954,805
2,143,Reputation,65272,3,7035,0,5680,75016,805
11,143,Reputation,65272,2,7035,0,5680,75044,805
3,143,Reputation,65272,5,7035,0,5680,75058,805
4,143,Reputation,65272,8,7035,0,5680,76080,805
6,143,Reputation,65272,17,7035,0,5680,76164,805
1,143,Reputation,65272,1,7035,0,5680,76188,805
6,143,Reputation,65272,7,7035,0,5680,76228,805
6,143,Reputation,65272,2,7035,0,5680,76283,805
2,143,Reputation,65272,5,7035,0,5680,76292,805
4,143,Reputation,65272,3,7035,0,5680,76384,805
0,143,Reputation,65272,1,7035,0,5680,76419,805
0,143,Reputation,65272,1,7035,0,5680,76615,805
1,143,Reputation,65272,5,7035,0,5680,76636,805
4,143,Reputation,65272,3,7035,0,5680,76695,805
8,143,Reputation,65272,1,7035,0,5680,76717,805
10,143,Reputation,65272,3,7035,0,5680,76745,805
6,143,Reputation,65272,2,7035,0,5680,76750,805
2,143,Reputation,65272,0,7035,0,5680,76826,805
0,143,Reputation,65272,5,7035,0,5680,76835,805
0,143,Reputation,65272,0,7035,0,5680,76940,805
0,143,Reputation,65272,0,7035,0,5680,76941,805
6,143,Reputation,65272,3,7035,0,5680,76968,805
0,143,Reputation,65272,2,7035,0,5680,77065,805
7,143,Reputation,65272,3,7035,0,5680,77068,805
0,143,Reputation,65272,2,7035,0,5680,77082,805
0,143,Reputation,65272,5,7035,0,5680,77205,805
6,143,Reputation,65272,3,7035,0,5680,77212,805
7,143,Reputation,65272,2,7035,0,5680,77215,805
10,143,Reputation,65272,1,7035,0,5680,77303,805
5,143,Reputation,65272,2,7035,0,5680,77331,805
0,143,Reputation,65272,1,7035,0,5680,77487,805
0,143,Reputation,65272,2,7035,0,5680,77504,805
0,143,Reputation,65272,1,7035,0,5680,77560,805
0,143,Reputation,65272,5,7035,0,5680,77569,805
0,143,Reputation,65272,2,7035,0,5680,77576,805
0,143,Reputation,65272,11,7035,0,5680,77587,805
6,143,Reputation,65272,3,7035,0,5680,77688,805
0,143,Reputation,65272,1,7035,0,5680,77699,805
0,143,Reputation,65272,4,7035,0,5680,77706,805
0,143,Reputation,65272,3,7035,0,5680,77766,805
3,143,Reputation,65272,2,7035,0,5680,77788,805
0,143,Reputation,65272,3,7035,0,5680,77792,805
2,143,Reputation,65272,2,7035,0,5680,77909,805
1,143,Reputation,65272,1,7035,0,5680,77911,805
0,143,Reputation,65272,1,7035,0,5680,77916,805
5,143,Reputation,65272,4,7035,0,5680,77924,805
21,143,Reputation,65272,5,7035,0,5680,78106,805
19,143,Reputation,65272,8,7035,0,5680,78175,805
0,143,Reputation,65272,2,7035,0,5680,78262,805
0,143,Reputation,65272,2,7035,0,5680,78271,805
0,143,Reputation,65272,1,7035,0,5680,78320,805
3,143,Reputation,65272,1,7035,0,5680,78362,805
1,143,Reputation,65272,1,7035,0,5680,78367,805
2,143,Reputation,65272,8,7035,0,5680,78390,805
3,143,Reputation,65272,3,7035,0,5680,78476,805
2,143,Reputation,65272,2,7035,60,5680,78495,805
0,143,Reputation,65272,2,7035,0,5680,78499,805
6,143,Reputation,65272,4,7035,0,5680,78775,805
6,143,Reputation,65272,0,7035,0,5680,78823,805
0,143,Reputation,65272,0,7035,0,5680,78824,805
0,143,Reputation,65272,0,7035,0,5680,78825,805
6,143,Reputation,65272,43,7035,0,5680,78840,805
2,143,Reputation,65272,3,7035,0,5680,78906,805
1,143,Reputation,65272,2,7035,0,5680,78908,805
2,143,Reputation,65272,3,7035,0,5680,78924,805
0,143,Reputation,65272,1,7035,0,5680,78943,805
5,143,Reputation,65272,1,7035,0,5680,79006,805
0,143,Reputation,65272,1,7035,0,5680,79013,805
3,143,Reputation,65272,2,7035,0,5680,79113,805
0,143,Reputation,65272,1,7035,0,5680,79128,805
5,143,Reputation,65272,4,7035,0,5680,79135,805
0,143,Reputation,65272,2,7035,0,5680,79137,805
0,143,Reputation,65272,1,7035,0,5680,79139,805
5,143,Reputation,65272,3,7035,0,5680,79151,805
6,143,Reputation,65272,8,7035,0,5680,79175,805
3,143,Reputation,65272,1,7035,0,5680,79251,805
12,143,Reputation,65272,5,7035,0,5680,79260,805
3,143,Reputation,65272,3,7035,0,5680,79347,805
4,143,Reputation,65272,4,7035,0,5680,79407,805
9,143,Reputation,65272,4,7035,0,5680,79428,805
2,143,Reputation,65272,2,7035,0,5680,79497,805
2,143,Reputation,65272,3,7035,0,5680,79506,805
1,143,Reputation,65272,1,7035,0,5680,79539,805
0,143,Reputation,65272,6,7035,0,5680,79639,805
0,143,Reputation,65272,4,7035,0,5680,79661,805
5,143,Reputation,65272,2,7035,0,5680,79716,805
1,143,Reputation,65272,13,7035,0,5680,79782,805
0,143,Reputation,65272,8,7035,0,5680,79849,805
1,143,Reputation,65272,7,7035,0,5680,79859,805
4,143,Reputation,65272,18,7035,0,5680,79861,805
0,143,Reputation,65272,2,7035,0,5680,79877,805
1,143,Reputation,65272,4,7035,0,5680,80056,805
1,143,Reputation,65272,2,7035,0,5680,80058,805
0,143,Reputation,65272,5,7035,0,5680,80072,805
0,143,Reputation,65272,2,7035,0,5680,80094,805
0,143,Reputation,65272,2,7035,0,5680,80192,805
0,143,Reputation,65272,8,7035,0,5680,80195,805
4,143,Reputation,65272,9,7035,0,5680,80200,805
0,143,Reputation,65272,1,7035,41,5680,80334,805
1,143,Reputation,65272,4,7035,0,5680,80337,805
11,143,Reputation,65272,26,7035,826,5680,80380,805
18,143,Reputation,65272,0,7035,0,5680,80449,805
8,143,Reputation,65272,3,7035,0,5680,80452,805
0,143,Reputation,65272,1,7035,0,5680,80455,805
0,143,Reputation,65272,1,7035,0,5680,80508,805
0,143,Reputation,65272,5,7035,0,5680,80614,805
2,143,Reputation,65272,6,7035,0,5680,80722,805
4,143,Reputation,65272,4,7035,0,5680,80731,805
10,143,Reputation,65272,1,7035,0,5680,80811,805
0,143,Reputation,65272,1,7035,0,5680,80815,805
0,143,Reputation,65272,2,7035,0,5680,80818,805
2,143,Reputation,65272,5,7035,0,5680,80840,805
0,143,Reputation,65272,12,7035,0,5680,80852,805
0,143,Reputation,65272,7,7035,0,5680,80878,805
1,143,Reputation,65272,8,7035,0,5680,80903,805
3,143,Reputation,65272,5,7035,0,5680,80948,805
3,143,Reputation,65272,4,7035,0,5680,80960,805
9,143,Reputation,65272,0,7035,0,5680,80961,805
3,143,Reputation,65272,2,7035,0,5680,80971,805
7,143,Reputation,65272,1,7035,0,5680,80974,805
14,143,Reputation,65272,2,7035,0,5680,81018,805
0,143,Reputation,65272,9,7035,0,5680,81035,805
0,143,Reputation,65272,0,7035,0,5680,81052,805
2,143,Reputation,65272,5,7035,0,5680,81087,805
0,143,Reputation,65272,0,7035,0,5680,81143,805
0,143,Reputation,65272,0,7035,0,5680,81256,805
4,143,Reputation,65272,2,7035,0,5680,81348,805
3,143,Reputation,65272,2,7035,0,5680,81437,805
0,143,Reputation,65272,9,7035,0,5680,81471,805
0,143,Reputation,65272,8,7035,0,5680,81498,805
0,143,Reputation,65272,3,7035,0,5680,81547,805
0,143,Reputation,65272,9,7035,0,5680,81572,805
0,143,Reputation,65272,1,7035,0,5680,81643,805
1,143,Reputation,65272,4,7035,0,5680,81678,805
0,143,Reputation,65272,1,7035,0,5680,81690,805
3,143,Reputation,65272,13,7035,0,5680,81890,805
0,143,Reputation,65272,2,7035,0,5680,81915,805
0,143,Reputation,65272,1,7035,0,5680,81939,805
3,143,Reputation,65272,5,7035,0,5680,81972,805
0,143,Reputation,65272,3,7035,0,5680,82195,805
5,143,Reputation,65272,3,7035,0,5680,82310,805
0,143,Reputation,65272,1,7035,0,5680,82403,805
3,143,Reputation,65272,1,7035,0,5680,82405,805
4,143,Reputation,65272,7,7035,0,5680,82418,805
1,143,Reputation,65272,5,7035,0,5680,82566,805
2,143,Reputation,65272,1,7035,0,5680,82778,805
1,143,Reputation,65272,5,7035,0,5680,82874,805
13,143,Reputation,65272,4,7035,0,5680,82892,805
0,143,Reputation,65272,4,7035,0,5680,83067,805
1,143,Reputation,65272,5,7035,0,5680,83072,805
1,143,Reputation,65272,5,7035,0,5680,83079,805
20,143,Reputation,65272,11,7035,0,5680,83083,805
0,143,Reputation,65272,1,7035,0,5680,83120,805
2,143,Reputation,65272,3,7035,0,5680,83298,805
3,143,Reputation,65272,3,7035,0,5680,83300,805
2,143,Reputation,65272,0,7035,0,5680,83323,805
8,143,Reputation,65272,3,7035,0,5680,83426,805
4,143,Reputation,65272,3,7035,0,5680,83430,805
0,143,Reputation,65272,1,7035,0,5680,83445,805
4,143,Reputation,65272,4,7035,0,5680,83451,805
0,143,Reputation,65272,5,7035,0,5680,83461,805
5,143,Reputation,65272,2,7035,0,5680,83478,805
0,143,Reputation,65272,4,7035,0,5680,83520,805
4,143,Reputation,65272,1,7035,0,5680,83533,805
0,143,Reputation,65272,3,7035,0,5680,83556,805
8,143,Reputation,65272,4,7035,0,5680,83693,805
0,143,Reputation,65272,3,7035,0,5680,83701,805
3,143,Reputation,65272,3,7035,0,5680,83743,805
2,143,Reputation,65272,3,7035,0,5680,83830,805
0,143,Reputation,65272,6,7035,0,5680,83942,805
1,143,Reputation,65272,13,7035,0,5680,83978,805
0,143,Reputation,65272,3,7035,0,5680,84056,805
2,143,Reputation,65272,16,7035,0,5680,84083,805
0,143,Reputation,65272,5,7035,0,5680,84129,805
2,143,Reputation,65272,6,7035,0,5680,84134,805
2,143,Reputation,65272,3,7035,0,5680,84139,805
0,143,Reputation,65272,2,7035,0,5680,84215,805
5,143,Reputation,65272,6,7035,0,5680,84220,805
1,143,Reputation,65272,3,7035,0,5680,84231,805
0,143,Reputation,65272,2,7035,0,5680,84297,805
0,143,Reputation,65272,4,7035,0,5680,84329,805
1,143,Reputation,65272,3,7035,0,5680,84331,805
0,143,Reputation,65272,0,7035,0,5680,84333,805
1,143,Reputation,65272,2,7035,0,5680,84335,805
3,143,Reputation,65272,8,7035,0,5680,84344,805
2,143,Reputation,65272,1,7035,0,5680,84353,805
0,143,Reputation,65272,2,7035,0,5680,85384,805
6,143,Reputation,65272,5,7035,0,5680,85447,805
20,143,Reputation,65272,5,7035,0,5680,85452,805
2,143,Reputation,65272,3,7035,0,5680,85466,805
2,143,Reputation,65272,5,7035,0,5680,85550,805
3,143,Reputation,65272,1,7035,0,5680,85552,805
1,143,Reputation,65272,12,7035,0,5680,85565,805
12,143,Reputation,65272,6,7035,0,5680,85578,805
1,143,Reputation,65272,5,7035,0,5680,85587,805
0,143,Reputation,65272,4,7035,0,5680,85591,805
0,143,Reputation,65272,6,7035,0,5680,85603,805
2,143,Reputation,65272,8,7035,0,5680,85685,805
2,143,Reputation,65272,4,7035,0,5680,85694,805
1,143,Reputation,65272,3,7035,0,5680,85695,805
1,143,Reputation,65272,4,7035,0,5680,85842,805
4,143,Reputation,65272,2,7035,0,5680,85848,805
3,143,Reputation,65272,0,7035,0,5680,85853,805
0,143,Reputation,65272,1,7035,0,5680,85912,805
2,143,Reputation,65272,3,7035,0,5680,85924,805
0,143,Reputation,65272,2,7035,0,5680,85952,805
1,143,Reputation,65272,5,7035,0,5680,85993,805
1,143,Reputation,65272,3,7035,0,5680,86009,805
2,143,Reputation,65272,3,7035,0,5680,86137,805
13,143,Reputation,65272,10,7035,0,5680,86143,805
1,143,Reputation,65272,2,7035,0,5680,86180,805
2,143,Reputation,65272,6,7035,0,5680,86292,805
0,143,Reputation,65272,5,7035,0,5680,86319,805
0,143,Reputation,65272,2,7035,0,5680,86326,805
3,143,Reputation,65272,6,7035,0,5680,86408,805
0,143,Reputation,65272,13,7035,617,5680,86429,805
11,143,Reputation,65272,13,7035,0,5680,86431,805
0,143,Reputation,65272,4,7035,0,5680,86491,805
4,143,Reputation,65272,3,7035,0,5680,86502,805
0,143,Reputation,65272,2,7035,0,5680,86518,805
1,143,Reputation,65272,3,7035,0,5680,86532,805
0,143,Reputation,65272,9,7035,0,5680,86537,805
1,143,Reputation,65272,2,7035,0,5680,86541,805
4,143,Reputation,65272,2,7035,0,5680,86586,805
0,143,Reputation,65272,3,7035,0,5680,86657,805
9,143,Reputation,65272,3,7035,0,5680,86658,805
0,143,Reputation,65272,2,7035,0,5680,86709,805
4,143,Reputation,65272,3,7035,0,5680,86737,805
0,143,Reputation,65272,3,7035,0,5680,86740,805
2,143,Reputation,65272,4,7035,0,5680,86764,805
2,143,Reputation,65272,4,7035,0,5680,86846,805
0,143,Reputation,65272,3,7035,0,5680,86848,805
1,143,Reputation,65272,1,7035,0,5680,86910,805
2,143,Reputation,65272,6,7035,0,5680,86951,805
1,143,Reputation,65272,4,7035,0,5680,86966,805
9,143,Reputation,65272,3,7035,0,5680,86970,805
0,143,Reputation,65272,0,7035,0,5680,86992,805
0,143,Reputation,65272,5,7035,0,5680,87067,805
1,143,Reputation,65272,2,7035,0,5680,87092,805
0,143,Reputation,65272,9,7035,0,5680,87102,805
0,143,Reputation,65272,3,7035,0,5680,87121,805
3,143,Reputation,65272,10,7035,0,5680,87222,805
2,143,Reputation,65272,3,7035,0,5680,87249,805
0,143,Reputation,65272,5,7035,0,5680,87357,805
0,143,Reputation,65272,3,7035,0,5680,87423,805
0,143,Reputation,65272,1,7035,0,5680,87482,805
4,143,Reputation,65272,4,7035,0,5680,87537,805
0,143,Reputation,65272,3,7035,0,5680,87556,805
1,143,Reputation,65272,6,7035,0,5680,87630,805
0,143,Reputation,65272,2,7035,0,5680,87631,805
6,143,Reputation,65272,29,7035,0,5680,87734,805
2,143,Reputation,65272,4,7035,0,5680,87738,805
2,143,Reputation,65272,8,7035,0,5680,87748,805
1,143,Reputation,65272,4,7035,0,5680,87764,805
9,143,Reputation,65272,4,7035,0,5680,87766,805
0,143,Reputation,65272,1,7035,0,5680,87781,805
1,143,Reputation,65272,4,7035,0,5680,87878,805
0,143,Reputation,65272,7,7035,0,5680,87899,805
0,143,Reputation,65272,2,7035,0,5680,87911,805
0,143,Reputation,65272,1,7035,0,5680,87913,805
6,143,Reputation,65272,12,7035,0,5680,87927,805
0,143,Reputation,65272,2,7035,0,5680,88053,805
0,143,Reputation,65272,4,7035,0,5680,88064,805
0,143,Reputation,65272,42,7035,0,5680,88067,805
0,143,Reputation,65272,2,7035,0,5680,88101,805
0,143,Reputation,65272,1,7035,0,5680,88243,805
9,143,Reputation,65272,3,7035,0,5680,88262,805
0,143,Reputation,65272,3,7035,0,5680,88326,805
0,143,Reputation,65272,2,7035,0,5680,88337,805
0,143,Reputation,65272,3,7035,0,5680,88428,805
2,143,Reputation,65272,6,7035,0,5680,88548,805
8,143,Reputation,65272,4,7035,0,5680,88652,805
0,143,Reputation,65272,2,7035,0,5680,88662,805
1,143,Reputation,65272,3,7035,0,5680,88679,805
1,143,Reputation,65272,1,7035,0,5680,88791,805
1,143,Reputation,65272,3,7035,0,5680,88798,805
4,143,Reputation,65272,12,7035,0,5680,88801,805
6,143,Reputation,65272,2,7035,0,5680,88807,805
6,143,Reputation,65272,5,7035,0,5680,88851,805
1,143,Reputation,65272,7,7035,0,5680,88966,805
0,143,Reputation,65272,1,7035,0,5680,88970,805
0,143,Reputation,65272,11,7035,0,5680,88994,805
0,143,Reputation,65272,3,7035,0,5680,89095,805
0,143,Reputation,65272,2,7035,0,5680,89120,805
3,143,Reputation,65272,4,7035,0,5680,89211,805
12,143,Reputation,65272,1,7035,0,5680,89231,805
2,143,Reputation,65272,3,7035,0,5680,89237,805
1,143,Reputation,65272,3,7035,0,5680,89244,805
0,143,Reputation,65272,1,7035,0,5680,89248,805
0,143,Reputation,65272,2,7035,0,5680,89255,805
1,143,Reputation,65272,1,7035,0,5680,89262,805
0,143,Reputation,65272,1,7035,0,5680,89264,805
0,143,Reputation,65272,3,7035,0,5680,89265,805
0,143,Reputation,65272,1,7035,0,5680,89266,805
7,143,Reputation,65272,13,7035,0,5680,89383,805
0,143,Reputation,65272,4,7035,0,5680,89390,805
0,143,Reputation,65272,2,7035,0,5680,89391,805
0,143,Reputation,65272,1,7035,0,5680,89413,805
2,143,Reputation,65272,1,7035,0,5680,89572,805
1,143,Reputation,65272,3,7035,0,5680,89583,805
2,143,Reputation,65272,8,7035,0,5680,89656,805
1,143,Reputation,65272,5,7035,0,5680,89671,805
0,143,Reputation,65272,1,7035,0,5680,89686,805
0,143,Reputation,65272,1,7035,0,5680,89687,805
6,143,Reputation,65272,4,7035,0,5680,89820,805
14,143,Reputation,65272,3,7035,0,5680,89942,805
0,143,Reputation,65272,5,7035,0,5680,89972,805
0,143,Reputation,65272,8,7035,0,5680,90087,805
0,143,Reputation,65272,2,7035,0,5680,90093,805
0,143,Reputation,65272,3,7035,0,5680,90145,805
2,143,Reputation,65272,4,7035,0,5680,90147,805
5,143,Reputation,65272,19,7035,0,5680,90152,805
0,143,Reputation,65272,2,7035,0,5680,90166,805
1,143,Reputation,65272,1,7035,0,5680,90168,805
2,143,Reputation,65272,1,7035,0,5680,90169,805
0,143,Reputation,65272,1,7035,0,5680,90170,805
0,143,Reputation,65272,2,7035,0,5680,90174,805
5,143,Reputation,65272,6,7035,0,5680,90178,805
0,143,Reputation,65272,1,7035,0,5680,90179,805
0,143,Reputation,65272,2,7035,0,5680,90221,805
0,143,Reputation,65272,1,7035,0,5680,90224,805
3,143,Reputation,65272,6,7035,0,5680,90246,805
0,143,Reputation,65272,2,7035,0,5680,90247,805
0,143,Reputation,65272,2,7035,0,5680,90302,805
3,143,Reputation,65272,0,7035,0,5680,90356,805
4,143,Reputation,65272,1,7035,0,5680,90358,805
0,143,Reputation,65272,2,7035,0,5680,90376,805
4,143,Reputation,65272,1,7035,0,5680,90393,805
1,143,Reputation,65272,2,7035,0,5680,90399,805
0,143,Reputation,65272,10,7035,0,5680,90406,805
2,143,Reputation,65272,4,7035,0,5680,90481,805
0,143,Reputation,65272,3,7035,0,5680,90493,805
5,143,Reputation,65272,8,7035,0,5680,90497,805
4,143,Reputation,65272,4,7035,0,5680,90523,805
0,143,Reputation,65272,0,7035,0,5680,90639,805
0,143,Reputation,65272,3,7035,0,5680,90652,805
2,143,Reputation,65272,2,7035,0,5680,90662,805
23,143,Reputation,65272,3,7035,0,5680,90789,805
1,143,Reputation,65272,0,7035,0,5680,90933,805
8,143,Reputation,65272,3,7035,0,5680,90935,805
4,143,Reputation,65272,4,7035,0,5680,90936,805
0,143,Reputation,65272,3,7035,0,5680,91012,805
5,143,Reputation,65272,1,7035,0,5680,91015,805
1,143,Reputation,65272,2,7035,0,5680,91026,805
0,143,Reputation,65272,3,7035,0,5680,91038,805
0,143,Reputation,65272,2,7035,0,5680,91099,805
0,143,Reputation,65272,1,7035,0,5680,91102,805
0,143,Reputation,65272,2,7035,0,5680,91104,805
1,143,Reputation,65272,4,7035,0,5680,91106,805
0,143,Reputation,65272,7,7035,0,5680,91113,805
5,143,Reputation,65272,5,7035,0,5680,91117,805
10,143,Reputation,65272,3,7035,0,5680,91147,805
6,143,Reputation,65272,7,7035,0,5680,91150,805
0,143,Reputation,65272,4,7035,0,5680,91491,805
0,143,Reputation,65272,2,7035,0,5680,91501,805
3,143,Reputation,65272,22,7035,0,5680,91515,805
0,143,Reputation,65272,2,7035,0,5680,91524,805
5,143,Reputation,65272,3,7035,0,5680,91613,805
5,143,Reputation,65272,1,7035,0,5680,91617,805
3,143,Reputation,65272,4,7035,0,5680,91623,805
0,143,Reputation,65272,1,7035,0,5680,91628,805
2,143,Reputation,65272,6,7035,0,5680,91644,805
0,143,Reputation,65272,2,7035,0,5680,91661,805
0,143,Reputation,65272,2,7035,0,5680,91777,805
3,143,Reputation,65272,1,7035,0,5680,91779,805
0,143,Reputation,65272,2,7035,0,5680,91782,805
17,143,Reputation,65272,2,7035,0,5680,91786,805
0,143,Reputation,65272,2,7035,0,5680,91823,805
0,143,Reputation,65272,11,7035,0,5680,91865,805
0,143,Reputation,65272,3,7035,0,5680,91874,805
4,143,Reputation,65272,5,7035,0,5680,91875,805
1,143,Reputation,65272,3,7035,0,5680,91927,805
2,143,Reputation,65272,0,7035,0,5680,91938,805
0,143,Reputation,65272,1,7035,0,5680,91945,805
2,143,Reputation,65272,2,7035,0,5680,91950,805
0,143,Reputation,65272,1,7035,0,5680,91956,805
0,143,Reputation,65272,3,7035,0,5680,91973,805
0,143,Reputation,65272,2,7035,0,5680,91979,805
0,143,Reputation,65272,2,7035,0,5680,92173,805
