,PostId,userId,Score,ViewCount,CommentCount
24622,27387,6489.0,3,139.0,2
24623,27388,10976.0,6,115.0,2
24624,27389,7603.0,2,287.0,0
24625,27390,279.0,4,,0
24626,27392,7555.0,3,,1
24627,27393,961.0,0,284.0,3
24628,27394,10785.0,-6,113.0,3
24629,27395,5739.0,1,,0
24630,27396,10829.0,4,155.0,0
24631,27397,5739.0,5,,0
24632,27398,264.0,3,,0
24633,27399,10966.0,5,926.0,11
24634,27400,197.0,5,2282.0,0
24635,27401,10978.0,4,426.0,4
24636,27402,6072.0,1,142.0,9
24637,27403,4856.0,3,,10
24638,27404,10960.0,0,151.0,7
24639,27405,919.0,2,,2
24640,27406,10980.0,4,501.0,0
24641,27407,10981.0,3,153.0,2
24642,27410,2860.0,0,224.0,2
24643,27411,930.0,6,,2
24644,27412,10983.0,1,,1
24645,27414,10985.0,0,214.0,0
24646,27415,9444.0,2,,0
24647,27416,10986.0,0,,0
24648,27417,862.0,3,3996.0,2
24649,27418,5373.0,13,309.0,4
24650,27419,1105.0,9,,1
24651,27420,6300.0,2,332.0,0
24652,27421,7290.0,5,,5
24653,27422,10172.0,3,,1
24654,27425,334.0,4,,4
24655,27426,9680.0,7,4732.0,1
24656,27427,4856.0,13,,7
24657,27428,179.0,2,156.0,5
24658,27429,179.0,6,1071.0,5
24659,27430,10939.0,2,180.0,14
24660,27431,10990.0,2,231.0,10
24661,27432,9174.0,2,,4
24662,27435,10992.0,1,507.0,0
24663,27436,9177.0,6,4951.0,11
24664,27437,4856.0,12,,3
24665,27438,858.0,2,,9
24666,27439,7497.0,4,,0
24667,27440,795.0,2,,1
24668,27441,7644.0,1,,0
24669,27442,5464.0,3,1484.0,2
24670,27443,5464.0,5,1431.0,0
24671,27444,8402.0,3,,0
24672,27445,3019.0,10,,0
24673,27446,10994.0,3,775.0,8
24674,27447,10995.0,1,140.0,2
24675,27448,10484.0,5,261.0,5
24676,27449,6993.0,1,,4
24677,27450,10996.0,1,489.0,5
24678,27452,10997.0,0,2711.0,2
24679,27453,4376.0,5,,4
24680,27454,7119.0,4,5543.0,0
24681,27455,10999.0,9,236.0,4
24682,27456,887.0,7,,3
24683,27457,10210.0,3,,1
24684,27458,4253.0,2,,7
24685,27459,3835.0,9,,3
24686,27460,10500.0,0,,1
24687,27461,11000.0,0,260.0,2
24688,27462,11001.0,-2,,3
24689,27463,887.0,1,,0
24690,27464,279.0,3,,2
24691,27465,11003.0,0,354.0,1
24692,27466,11004.0,1,,0
24693,27467,7872.0,-1,95.0,9
24694,27471,10597.0,3,92.0,1
24695,27472,8927.0,2,,1
24696,27473,1229.0,2,,1
24697,27474,11007.0,2,731.0,4
24698,27475,11009.0,1,132.0,4
24699,27476,10747.0,2,161.0,2
24700,27478,11011.0,1,266.0,0
24701,27479,10999.0,6,174.0,9
24702,27480,10979.0,1,88.0,2
24703,27481,71.0,4,,8
24704,27482,6877.0,6,1620.0,4
24705,27483,3794.0,1,,2
24706,27484,,0,,0
24707,27485,264.0,2,,0
24708,27486,10496.0,4,,0
24709,27487,6633.0,1,,0
24710,27488,401.0,2,,0
24711,27490,71.0,4,,2
24712,27491,3382.0,0,,0
24713,27492,9216.0,1,105.0,2
24714,27493,8413.0,3,,0
24715,27494,11014.0,5,181.0,0
24716,27495,10683.0,45,17382.0,8
24717,27496,8413.0,9,,2
24718,27497,8927.0,37,,12
24719,27498,5836.0,6,,5
24720,27500,10939.0,2,69.0,3
24721,27502,5464.0,2,151.0,0
24722,27503,11016.0,0,167.0,3
24723,27504,8401.0,0,,2
24724,27505,7290.0,2,,0
24725,27506,2150.0,4,183.0,3
24726,27507,5264.0,33,,2
24727,27508,9007.0,1,177.0,2
24728,27509,8927.0,5,,1
24729,27510,264.0,1,,0
24730,27511,5464.0,1,4252.0,0
24731,27512,9007.0,10,369.0,9
24732,27513,966.0,3,,1
24733,27514,1048.0,2,,5
24734,27515,,2,20.0,4
24735,27517,4479.0,0,,0
24736,27539,9174.0,3,140.0,4
24737,27540,10697.0,4,267.0,4
24738,27542,179.0,4,,0
24739,27543,,2,,1
24740,27544,1739.0,5,,0
24741,27545,10524.0,3,,2
24742,27546,10790.0,1,629.0,4
24743,27547,10829.0,1,,0
24744,27548,2392.0,3,,0
24745,27549,10210.0,1,,0
24746,27550,10657.0,5,215.0,3
24747,27551,4856.0,10,,7
24748,27552,279.0,1,,6
24749,27553,10829.0,16,3150.0,2
24750,27554,11031.0,1,266.0,6
24751,27555,656.0,10,,3
24752,27557,4856.0,2,,0
24753,27558,10377.0,0,1040.0,4
24754,27559,7071.0,4,,0
24755,27560,11031.0,1,928.0,0
24756,27561,7290.0,12,,2
24757,27562,11035.0,2,221.0,0
24758,27563,11032.0,2,,0
24759,27566,11032.0,5,,3
24760,27567,11032.0,0,,0
24761,27568,7290.0,3,,0
24762,27569,3269.0,1,211.0,3
24763,27570,11032.0,2,,0
24764,27571,11032.0,1,,0
24765,27572,11039.0,1,1149.0,3
24766,27573,11040.0,2,106.0,6
24767,27574,11032.0,2,,0
24768,27577,11032.0,2,,0
24769,27579,11032.0,1,,5
24770,27580,8694.0,2,302.0,5
24771,27581,3748.0,4,,2
24772,27583,5739.0,4,,3
24773,27584,919.0,3,,2
24774,27585,5739.0,1,,1
24775,27586,5836.0,8,302.0,2
24776,27587,11032.0,0,,0
24777,27588,11047.0,1,507.0,2
24778,27589,,24,1221.0,1
24779,27590,7290.0,5,,0
24780,27591,11032.0,3,,2
24781,27592,4479.0,1,,2
24782,27593,5836.0,15,,1
24783,27594,4754.0,12,,4
24784,27595,11032.0,1,,0
24785,27596,9394.0,3,,2
24786,27597,7290.0,2,,0
24787,27598,11032.0,4,,0
24788,27599,9174.0,2,,0
24789,27600,11032.0,5,,6
24790,27603,7555.0,2,,1
24791,27604,11032.0,2,,3
24792,27605,1764.0,1,,0
24793,27606,4253.0,9,,1
24794,27607,3903.0,4,473.0,2
24795,27608,4479.0,3,,4
24796,27609,11054.0,1,131.0,0
24797,27610,10227.0,7,4723.0,0
24798,27611,183.0,6,,8
24799,27612,7497.0,3,,4
24800,27613,11052.0,2,,0
24801,27615,11057.0,5,381.0,6
24802,27617,8402.0,4,395.0,9
24803,27618,11059.0,1,141.0,4
24804,27619,686.0,6,,3
24805,27620,3488.0,3,,1
24806,27621,9231.0,1,474.0,1
24807,27622,10963.0,3,176.0,4
24808,27623,179.0,2,,0
24809,27624,3140.0,0,708.0,5
24810,27625,11061.0,5,232.0,1
24811,27626,11031.0,0,35.0,2
24812,27627,11030.0,4,576.0,0
24813,27631,4856.0,2,,0
24814,27632,11032.0,1,,0
24815,27633,11032.0,0,,4
24816,27634,10524.0,4,,3
24817,27635,11032.0,1,,0
24818,27636,11032.0,1,,18
24819,27638,11032.0,1,,1
24820,27640,8809.0,0,85.0,2
24821,27641,11032.0,0,,2
24822,27644,11032.0,1,,1
24823,27645,7290.0,1,,0
24824,27646,11032.0,0,,0
24825,27647,11064.0,5,132.0,0
24826,27648,11032.0,1,,2
24827,27650,11067.0,0,389.0,0
24828,27651,9651.0,10,3548.0,5
24829,27652,11032.0,0,,0
24830,27653,6633.0,2,,0
24831,27654,11032.0,4,,0
24832,27655,11068.0,6,2278.0,1
24833,27656,11032.0,9,1489.0,10
24834,27657,919.0,4,,2
24835,27658,11032.0,8,,2
24836,27659,887.0,2,,0
24837,27660,11032.0,3,,3
24838,27661,11070.0,1,,4
24839,27662,3488.0,36,2245.0,2
24840,27663,2116.0,13,,1
24841,27664,6877.0,6,,4
24842,27665,5494.0,1,,0
24843,27666,11071.0,3,,0
24844,27667,6146.0,5,3626.0,0
24845,27668,9187.0,7,,3
24846,27669,7071.0,2,,0
24847,27670,6877.0,2,47.0,1
24848,27671,5494.0,2,,1
24849,27672,36602.0,4,2244.0,1
24850,27673,7174.0,-1,,1
24851,27674,7174.0,0,,0
24852,27675,3794.0,7,,0
24853,27676,6877.0,3,41.0,3
24854,27677,6877.0,2,1358.0,2
24855,27678,,1,,0
24856,27679,6146.0,1,96.0,1
24857,27680,3794.0,0,,0
24858,27681,9187.0,4,,2
24859,27682,,11,25055.0,0
24860,27683,11060.0,12,,1
24861,27684,11073.0,6,,2
24862,27685,,1,103.0,2
24863,27686,9187.0,2,,0
24864,27687,279.0,0,,5
24865,27688,8724.0,14,,4
24866,27689,11032.0,3,,1
24867,27691,7964.0,10,10234.0,0
24868,27692,11032.0,2,,1
24869,27693,5739.0,53,,7
24870,27694,11032.0,1,,0
24871,27695,5191.0,2,256.0,0
24872,27698,8402.0,0,135.0,9
24873,27699,11032.0,5,,2
24874,27700,7795.0,0,461.0,5
24875,27701,686.0,1,,2
24876,27702,686.0,7,,4
24877,27703,11072.0,0,78.0,4
24878,27704,5739.0,6,,1
24879,27705,11032.0,1,,0
24880,27706,1764.0,2,,1
24881,27708,9253.0,1,,0
24882,27709,401.0,11,,9
24883,27710,401.0,4,,0
24884,27711,11032.0,0,,0
24885,27712,401.0,1,,0
24886,27713,11032.0,6,,0
24887,27714,11032.0,0,,3
24888,27715,11032.0,0,,0
24889,27716,159.0,6,,12
24890,27718,11032.0,2,,7
24891,27720,11032.0,1,,0
24892,27721,10227.0,4,5096.0,2
24893,27722,8137.0,0,,2
24894,27723,7290.0,3,,4
24895,27724,8289.0,27,8647.0,2
24896,27725,11032.0,1,,0
24897,27726,4856.0,23,,2
24898,27727,11032.0,4,,3
24899,27728,7290.0,10,,1
24900,27729,493.0,16,,1
24901,27730,10683.0,25,4976.0,0
24902,27731,2150.0,7,,6
24903,27732,,2,143.0,1
24904,27733,7071.0,3,,1
24905,27734,,3,164.0,1
24906,27735,9187.0,6,,0
24907,27736,3488.0,7,3823.0,5
24908,27737,3488.0,1,,3
24909,27739,2116.0,3,,5
24910,27740,5494.0,3,,0
24911,27741,5373.0,7,795.0,8
24912,27742,,2,,0
24913,27743,11082.0,2,108.0,2
24914,27744,4598.0,12,,9
24915,27745,11032.0,1,,0
24916,27746,10479.0,2,,0
24917,27747,2116.0,2,,0
24918,27748,966.0,6,1567.0,0
24919,27749,5492.0,1,219.0,2
24920,27750,11030.0,18,3888.0,5
24921,27751,887.0,25,,7
24922,27752,10524.0,3,,0
24923,27753,10389.0,4,320.0,1
24924,27754,686.0,6,,0
24925,27755,11032.0,1,,2
24926,27756,3382.0,4,,3
24927,27757,11032.0,1,,1
24928,27758,4495.0,2,,0
24929,27759,279.0,2,,1
24930,27760,7146.0,1,169.0,2
24931,27761,4598.0,5,,0
24932,27762,8402.0,1,145.0,0
24933,27763,11088.0,2,417.0,1
24934,27764,7918.0,1,1280.0,0
24935,27765,7290.0,4,,3
24936,27766,9900.0,0,499.0,4
24937,27767,8388.0,1,690.0,3
24938,27768,10416.0,1,85.0,0
24939,27769,11032.0,5,,2
24940,27770,7842.0,3,189.0,2
24941,27771,11032.0,2,,0
24942,27772,11091.0,5,948.0,7
24943,27773,4751.0,2,2003.0,6
24944,27774,9047.0,0,193.0,6
24945,27776,7795.0,9,,0
24946,27777,9791.0,1,1216.0,2
24947,27779,7040.0,1,,0
24948,27780,4479.0,3,,7
24949,27781,11032.0,1,,8
24950,27782,11032.0,2,,3
24951,27785,4673.0,2,2106.0,3
24952,27786,11093.0,0,688.0,8
24953,27787,279.0,7,,3
24954,27789,686.0,1,,2
24955,27791,686.0,1,,0
24956,27792,7290.0,1,,1
24957,27793,10507.0,0,134.0,2
24958,27794,11032.0,5,,2
24959,27795,11032.0,3,,0
24960,27796,11032.0,0,,0
24961,27797,11088.0,3,,1
24962,27798,11094.0,2,251.0,1
24963,27799,11032.0,12,,0
24964,27801,11032.0,8,,4
24965,27802,7290.0,1,,0
24966,27803,11090.0,3,92.0,1
24967,27804,11032.0,3,,1
24968,27805,795.0,1,,2
24969,27806,11032.0,1,,0
24970,27808,11097.0,1,425.0,0
24971,27810,7972.0,1,,0
24972,27811,4856.0,21,,1
24973,27813,11100.0,1,509.0,3
24974,27814,11032.0,0,,0
24975,27815,11101.0,1,603.0,3
24976,27816,11032.0,0,,8
24977,27817,11102.0,3,1544.0,6
24978,27818,4856.0,3,,0
24979,27819,7972.0,2,,7
24980,27820,11032.0,0,,1
24981,27821,11032.0,5,362.0,7
24982,27822,7972.0,1,,5
24983,27824,10496.0,2,,0
24984,27825,10363.0,0,,0
24985,27826,11104.0,1,189.0,8
24986,27827,3835.0,12,1300.0,0
24987,27828,5429.0,9,,4
24988,27829,11105.0,3,1010.0,3
24989,27830,5429.0,7,1465.0,0
24990,27831,11005.0,3,448.0,9
24991,27832,7194.0,0,735.0,0
24992,27833,11107.0,6,352.0,5
24993,27834,8413.0,6,,3
24994,27835,7224.0,9,,0
24995,27836,11108.0,6,,1
24996,27837,4843.0,1,,1
24997,27838,601.0,1,,1
24998,27839,11032.0,1,,0
24999,27840,11032.0,1,,0
25000,27841,10843.0,0,110.0,0
25001,27842,449.0,2,,3
25002,27843,11111.0,2,539.0,0
25003,27844,11088.0,0,,0
25004,27845,5739.0,3,,3
25005,27846,8686.0,0,62.0,7
25006,27847,10496.0,3,,0
25007,27848,5739.0,-2,,3
25008,27849,2669.0,1,,0
25009,27850,11052.0,4,,0
25010,27851,11032.0,0,,0
25011,27854,5429.0,1,,1
25012,27855,7497.0,5,,7
25013,27856,6961.0,0,,0
25014,27857,6961.0,0,,0
25015,27858,11117.0,1,,2
25016,27859,11116.0,1,42.0,0
25017,27860,8927.0,5,,4
25018,27861,11118.0,9,4636.0,3
25019,27862,10496.0,4,,1
25020,27863,11005.0,1,156.0,9
25021,27864,11119.0,1,398.0,3
25022,27865,11120.0,1,309.0,0
25023,27866,8413.0,5,,1
25024,27867,11005.0,1,173.0,0
25025,27868,8413.0,3,,1
25026,27869,5836.0,3,1785.0,0
25027,27870,4856.0,8,,8
25028,27871,11032.0,0,,0
25029,27872,11121.0,15,466.0,2
25030,27873,8137.0,1,488.0,7
25031,27874,11116.0,5,538.0,2
25032,27875,11032.0,4,,0
25033,27876,11093.0,-1,106.0,2
25034,27877,11124.0,0,299.0,4
25035,27878,4479.0,7,,2
25036,27879,6178.0,3,306.0,0
25037,27880,9253.0,2,,1
25038,27881,805.0,2,,3
25039,27882,1195.0,4,3052.0,1
25040,27883,4168.0,2,284.0,4
25041,27884,11125.0,6,504.0,0
25042,27885,6547.0,1,,0
25043,27886,5429.0,3,,1
25044,27888,3700.0,1,,1
25045,27889,11032.0,2,,5
25046,27890,11032.0,1,,12
25047,27891,2546.0,12,,15
25048,27892,11032.0,0,,6
25049,27893,11032.0,1,,0
25050,27894,11032.0,-1,,0
25051,27895,11130.0,2,143.0,4
25052,27896,11131.0,2,551.0,1
25053,27897,601.0,2,,5
25054,27898,4908.0,0,593.0,2
25055,27899,11032.0,1,,14
25056,27900,11375.0,6,2930.0,5
25057,27903,11135.0,2,269.0,1
25058,27904,5792.0,0,,3
25059,27905,11032.0,1,,0
25060,27906,4812.0,2,,1
25061,27907,11137.0,2,80.0,0
25062,27908,11138.0,5,14863.0,5
25063,27909,858.0,3,,0
25064,27910,6633.0,6,,5
25065,27911,,0,213.0,0
25066,27912,6961.0,1,,1
25067,27913,1005.0,3,1464.0,3
25068,27914,7555.0,3,,1
25069,27915,11032.0,0,,1
25070,27916,988.0,2,8147.0,0
25071,27918,11139.0,0,547.0,2
25072,27920,11032.0,9,,12
25073,27921,9174.0,6,,2
25074,27922,10950.0,4,,2
25075,27923,1005.0,2,355.0,3
25076,27925,7497.0,2,,2
25077,27926,7411.0,1,,1
25078,27927,11140.0,10,7426.0,2
25079,27928,11142.0,0,159.0,2
25080,27929,9836.0,6,9390.0,0
25081,27930,9253.0,2,,2
25082,27931,3582.0,3,,0
25083,27932,10908.0,8,,0
25084,27933,11144.0,2,347.0,1
25085,27934,3582.0,2,,0
25086,27935,10322.0,0,,2
25087,27936,11143.0,2,151.0,2
25088,27937,10524.0,0,,0
25089,27938,4598.0,3,,0
25090,27939,11145.0,1,171.0,9
25091,27940,8137.0,1,,1
25092,27941,686.0,2,,2
25093,27942,11147.0,2,339.0,4
25094,27944,11032.0,1,,7
25095,27945,4843.0,2,114.0,2
25096,27946,8114.0,-2,4797.0,2
25097,27948,10999.0,1,1242.0,4
25098,27949,9217.0,2,305.0,0
25099,27950,11150.0,3,655.0,7
25100,27951,10217.0,22,5645.0,6
25101,27952,7828.0,0,,0
25102,27953,11152.0,7,185.0,4
25103,27954,11005.0,1,143.0,1
25104,27956,11032.0,9,,14
25105,27957,334.0,-1,,0
25106,27958,10914.0,14,811.0,1
25107,27959,10823.0,1,,3
25108,27960,10823.0,4,,5
25109,27961,11158.0,4,855.0,10
25110,27963,8927.0,3,,0
25111,27965,4505.0,18,,11
25112,27966,7290.0,9,,3
25113,27967,4505.0,3,,0
25114,27968,4479.0,1,,11
25115,27969,11145.0,0,68.0,0
25116,27972,2914.0,1,92.0,1
25117,27973,7555.0,2,,2
25118,27974,11160.0,1,358.0,0
25119,27975,11161.0,1,,3
25120,27976,11162.0,8,905.0,1
25121,27977,1679.0,22,,5
25122,27978,401.0,1,,1
25123,27979,4479.0,2,,5
25124,27980,11032.0,8,,9
25125,27981,,7,,1
25126,27982,10210.0,3,2578.0,0
25127,27983,11032.0,1,,0
25128,27984,4856.0,18,,8
25129,27985,11164.0,0,133.0,1
25130,27986,11167.0,0,277.0,2
25131,27988,10266.0,1,808.0,0
25132,27989,5829.0,4,,1
25133,27990,5739.0,1,,2
25134,27991,9886.0,1,567.0,2
25135,27992,168.0,1,76.0,0
25136,27993,11032.0,1,,3
25137,27994,11169.0,0,77.0,0
25138,27995,10553.0,2,1173.0,0
25139,27996,4505.0,6,,4
25140,27997,11032.0,2,,10
25141,27998,11032.0,2,,1
25142,27999,11170.0,0,287.0,5
25143,28000,7828.0,1,,2
25144,28001,858.0,1,,3
25145,28002,10891.0,1,,0
25146,28003,11116.0,4,478.0,0
25147,28004,11173.0,1,151.0,0
25148,28005,858.0,2,,2
25149,28006,10914.0,3,338.0,5
25150,28007,7972.0,13,,6
25151,28008,11108.0,1,,5
25152,28009,3277.0,1,,3
25153,28010,11176.0,2,261.0,4
25154,28011,11177.0,1,204.0,1
25155,28012,7071.0,0,137.0,4
25156,28013,569.0,2,126.0,0
25157,28014,11178.0,2,1746.0,4
25158,28015,10236.0,2,,0
25159,28016,3382.0,2,,4
25160,28017,10416.0,1,110.0,2
25161,28018,1764.0,1,148.0,4
25162,28021,11137.0,1,,1
25163,28022,4376.0,1,,0
25164,28023,9253.0,3,,2
25165,28024,10524.0,2,,1
25166,28025,9174.0,0,,4
25167,28027,11181.0,0,333.0,3
25168,28028,8927.0,1,,2
25169,28029,10043.0,9,2880.0,1
25170,28030,8137.0,3,,3
25171,28031,7336.0,3,,0
25172,28033,4856.0,5,,2
25173,28035,9342.0,5,1065.0,1
25174,28036,7290.0,7,,5
25175,28037,11032.0,5,,0
25176,28038,1080.0,2,,0
25177,28039,11032.0,1,,12
25178,28040,8809.0,0,49.0,8
25179,28041,8207.0,2,105.0,1
25180,28042,11183.0,4,632.0,3
25181,28044,9651.0,0,183.0,0
25182,28045,11184.0,1,178.0,1
25183,28046,919.0,4,,13
25184,28047,8053.0,5,508.0,9
25185,28048,11088.0,0,,0
25186,28050,7828.0,1,,2
25187,28051,10914.0,2,,6
25188,28052,3331.0,0,,1
25189,28054,10496.0,11,,5
25190,28055,7555.0,4,,1
25191,28056,8871.0,8,,1
25192,28057,2860.0,4,301.0,0
25193,28058,7290.0,2,,0
25194,28059,8053.0,0,,1
25195,28060,1764.0,2,,3
25196,28061,4505.0,2,,0
25197,28064,10363.0,3,234.0,1
25198,28065,11189.0,2,,1
25199,28066,4856.0,8,,5
25200,28067,8927.0,27,1134.0,6
25201,28068,795.0,7,194.0,3
25202,28069,11191.0,3,771.0,1
25203,28070,11192.0,1,1490.0,1
25204,28071,4754.0,3,,6
25205,28072,11193.0,1,,2
25206,28073,1191.0,2,,4
25207,28074,9389.0,0,48.0,2
25208,28075,11032.0,1,,1
25209,28076,7290.0,1,,7
25210,28077,11195.0,4,3264.0,4
25211,28078,8485.0,1,,1
25212,28079,8242.0,0,,7
25213,28080,5739.0,14,,0
25214,28082,1679.0,1,,3
25215,28083,8927.0,6,,1
25216,28084,4479.0,0,,2
25217,28085,7497.0,2,,6
25218,28086,11242.0,1,558.0,9
25219,28087,9534.0,3,327.0,7
25220,28090,10823.0,0,,0
25221,28091,4479.0,2,,3
25222,28092,9231.0,0,129.0,1
25223,28093,11052.0,2,,6
25224,28094,5191.0,1,2240.0,3
25225,28095,7972.0,2,,0
25226,28096,7972.0,1,,2
25227,28097,10322.0,1,,3
25228,28099,966.0,4,755.0,0
25229,28100,4856.0,11,,1
25230,28101,2860.0,1,185.0,0
25231,28102,2817.0,1,1061.0,0
25232,28104,11137.0,1,,0
25233,28106,8207.0,1,,0
25234,28109,11203.0,1,250.0,11
25235,28110,7071.0,2,,0
25236,28113,11205.0,0,568.0,0
25237,28114,10849.0,2,,3
25238,28115,8744.0,3,339.0,3
25239,28116,172.0,5,504.0,8
25240,28117,11208.0,25,812.0,7
25241,28118,11242.0,2,,2
25242,28119,2970.0,20,,6
25243,28120,1146.0,3,88.0,8
25244,28121,5915.0,2,51.0,2
25245,28122,11032.0,1,,17
25246,28123,9495.0,7,9072.0,2
25247,28124,24779.0,1,,0
25248,28125,1764.0,3,,2
25249,28126,7555.0,1,,4
25250,28127,2817.0,2,,0
25251,28128,919.0,8,,4
25252,28130,7071.0,1,,5
25253,28131,8413.0,1,,0
25254,28132,88.0,6,,0
25255,28133,11032.0,1,,1
25256,28134,401.0,1,,2
25257,28137,9007.0,0,,0
25258,28138,11217.0,-1,243.0,5
25259,28139,11218.0,6,865.0,10
25260,28140,11218.0,0,150.0,1
25261,28141,11219.0,0,,0
25262,28142,11220.0,5,276.0,0
25263,28143,6633.0,9,,5
25264,28146,11222.0,-1,132.0,3
25265,28147,9174.0,1,,2
25266,28148,11032.0,0,,4
25267,28149,4479.0,3,,0
25268,28152,11223.0,1,399.0,0
25269,28153,4479.0,1,,3
25270,28154,4479.0,3,,0
25271,28155,7744.0,2,,0
25272,28156,6386.0,2,132.0,1
25273,28157,11242.0,0,,2
25274,28158,264.0,3,,0
25275,28159,1496.0,3,,3
25276,28161,10908.0,2,113.0,0
25277,28163,7828.0,3,,0
25278,28164,11225.0,1,162.0,1
25279,28165,10106.0,1,145.0,3
25280,28167,9326.0,1,191.0,0
25281,28168,11143.0,1,231.0,2
25282,28169,442.0,10,385.0,6
25283,28170,10308.0,4,3386.0,3
25284,28172,2860.0,0,,0
25285,28173,10820.0,0,102.0,1
25286,28174,11218.0,-1,,1
25287,28175,1764.0,0,,0
25288,28176,10322.0,0,,0
25289,28177,11230.0,2,113.0,9
25290,28178,4916.0,10,1411.0,5
25291,28179,6666.0,6,159.0,0
25292,28180,2669.0,5,482.0,4
25293,28181,8413.0,4,,0
25294,28182,11032.0,1,,0
25295,28183,11234.0,0,289.0,1
25296,28184,7603.0,1,,5
25297,28185,10914.0,1,,0
25298,28186,10914.0,1,124.0,3
25299,28187,11235.0,2,215.0,5
25300,28189,7828.0,1,,0
25301,28190,3310.0,3,488.0,3
25302,28191,7290.0,2,,2
25303,28192,4856.0,5,,0
25304,28193,4856.0,0,,0
25305,28194,4856.0,0,,0
25306,28196,11236.0,4,,0
25307,28198,4505.0,3,,2
25308,28199,9342.0,3,2719.0,7
25309,28200,7972.0,10,,3
25310,28201,4505.0,6,,0
25311,28202,5827.0,2,121.0,6
25312,28203,,16,,4
25313,28204,8137.0,1,,0
25314,28205,11032.0,0,,2
25315,28207,11032.0,1,,0
25316,28208,6434.0,1,216.0,2
25317,28209,919.0,0,,0
25318,28210,4856.0,0,,0
25319,28211,4856.0,0,,0
25320,28212,4856.0,0,,0
25321,28213,4479.0,1,,0
25322,28214,11032.0,1,,0
25323,28215,-1.0,0,,0
25324,28216,4856.0,0,,0
25325,28217,919.0,0,,0
25326,28218,4856.0,0,,0
25327,28219,919.0,0,,0
25328,28220,4856.0,0,,0
25329,28221,603.0,3,,0
25330,28223,-1.0,0,,0
25331,28224,4856.0,0,,0
25332,28225,27581.0,0,,0
25333,28226,4856.0,0,,0
25334,28227,4479.0,1,,0
25335,28228,10683.0,3,,0
25336,28229,3903.0,1,816.0,4
25337,28230,8397.0,0,170.0,9
25338,28231,7555.0,6,,3
25339,28232,9716.0,2,662.0,0
25340,28233,11255.0,2,679.0,12
25341,28234,11227.0,1,159.0,1
25342,28235,11032.0,2,,0
25343,28236,11032.0,0,,6
25344,28237,4856.0,6,,4
25345,28238,26338.0,0,,0
25346,28239,4856.0,0,,0
25347,28240,-1.0,0,,0
25348,28241,4856.0,0,,0
25349,28242,11242.0,1,306.0,6
25350,28243,7603.0,1,,0
25351,28244,11032.0,1,,0
25352,28245,5725.0,4,104.0,1
25353,28246,11005.0,1,98.0,1
25354,28247,9342.0,1,290.0,0
25355,28250,10040.0,1,170.0,0
25356,28251,11244.0,4,107.0,3
25357,28252,4376.0,9,,3
25358,28253,11245.0,1,207.0,0
25359,28254,2063.0,3,481.0,1
25360,28255,11246.0,3,45.0,0
25361,28256,11052.0,3,,1
25362,28257,10308.0,1,2241.0,0
25363,28258,32036.0,0,,0
25364,28259,4856.0,0,,0
25365,28260,-1.0,0,,0
25366,28261,4856.0,0,,0
25367,28262,7795.0,6,277.0,11
25368,28263,-1.0,0,,0
25369,28264,449.0,0,,0
25370,28265,27581.0,0,,0
25371,28266,4856.0,0,,0
25372,28267,-1.0,0,,0
25373,28268,4856.0,0,,0
25374,28269,-1.0,0,,0
25375,28270,4856.0,0,,0
25376,28271,1036.0,4,,0
25377,28272,27581.0,0,,0
25378,28273,4856.0,0,,0
25379,28274,11030.0,3,,2
25380,28275,-1.0,0,,0
25381,28276,4856.0,0,,0
25382,28277,-1.0,0,,0
25383,28278,4856.0,0,,0
25384,28279,-1.0,0,,0
25385,28280,4856.0,0,,0
25386,28281,-1.0,0,,0
25387,28282,4856.0,0,,0
25388,28283,8507.0,1,,3
25389,28284,9699.0,0,226.0,1
25390,28285,7290.0,3,,0
25391,28286,11251.0,1,306.0,1
25392,28287,11252.0,5,500.0,0
25393,28288,11251.0,3,,0
25394,28289,3310.0,1,132.0,2
25395,28290,9047.0,1,188.0,5
25396,28292,11253.0,3,2612.0,4
25397,28293,3382.0,0,,2
25398,28294,3382.0,1,,1
25399,28295,4505.0,4,,0
25400,28296,-1.0,0,,0
25401,28297,4856.0,0,,0
25402,28298,686.0,0,286.0,7
25403,28300,1764.0,6,,2
25404,28302,27581.0,0,,0
25405,28303,4856.0,0,,0
25406,28304,-1.0,0,,0
25407,28305,4856.0,0,,0
25408,28306,2669.0,5,,4
25409,28307,919.0,5,,0
25410,28308,279.0,1,,2
25411,28309,279.0,3,,1
25412,28311,3903.0,0,164.0,2
25413,28312,3382.0,2,,0
25414,28313,11195.0,0,,1
25415,28314,7555.0,1,,2
25416,28315,3582.0,2,,0
25417,28316,2310.0,3,1758.0,1
25418,28317,858.0,4,,2
25419,28318,4812.0,1,1429.0,0
25420,28319,10630.0,4,,1
25421,28320,3546.0,7,,1
25422,28321,11260.0,0,185.0,3
25423,28322,11032.0,4,,2
25424,28324,-1.0,0,,0
25425,28325,4856.0,0,,0
25426,28326,919.0,0,,0
25427,28327,4856.0,0,,0
25428,28328,26338.0,0,,0
25429,28329,4856.0,0,,0
25430,28330,5739.0,2,,0
25431,28331,-1.0,0,,0
25432,28332,4856.0,0,,0
25433,28333,-1.0,0,,0
25434,28334,4856.0,0,,0
25435,28335,-1.0,0,,0
25436,28336,4856.0,0,,0
25437,28337,11261.0,1,134.0,4
25438,28338,11262.0,5,332.0,1
25439,28339,858.0,2,,4
25440,28341,11263.0,0,500.0,1
