,userId,Reputation,Views,UpVotes,DownVotes
11770,16010,1,1,0,0
11771,16011,88,17,3,0
11772,16013,56,0,0,0
11773,16014,6,3,0,0
11774,16015,101,3,1,0
11775,16016,18,4,15,0
11776,16017,18,1,0,0
11777,16018,148,5,4,0
11778,16019,16,5,0,0
11779,16020,6,5,0,0
11780,16021,16,1,0,0
11781,16022,46,2,0,0
11782,16025,1,6,0,0
11783,16026,131,5,0,0
11784,16027,27,4,4,0
11785,16028,60,4,0,0
11786,16029,101,0,0,0
11787,16030,6,0,0,0
11788,16031,16,0,0,0
11789,16032,21,3,0,0
11790,16034,104,17,51,0
11791,16036,81,3,1,0
11792,16037,11,4,0,0
11793,16038,1,2,0,0
11794,16039,1,0,0,0
11795,16040,108,3,0,0
11796,16041,49,6,3,0
11797,16042,51,22,0,0
11798,16043,1,0,0,0
11799,16044,1,9,0,0
11800,16045,1,0,0,0
11801,16046,6,1,0,0
11802,16047,27,6,2,0
11803,16048,101,0,0,0
11804,16049,1460,183,288,1
11805,16051,101,0,0,0
11806,16052,33,3,8,0
11807,16054,1,0,0,0
11808,16055,6,0,0,0
11809,16056,21,2,0,0
11810,16057,65,17,11,0
11811,16058,1,0,0,0
11812,16059,28,9,1,0
11813,16060,116,5,0,0
11814,16061,1,1,0,0
11815,16062,16,0,0,0
11816,16063,101,0,1,0
11817,16064,1,4,0,0
11818,16065,1,1,0,0
11819,16066,6,5,0,0
11820,16067,125,5,8,0
11821,16068,96,1,2,0
11822,16069,46,6,0,0
11823,16071,101,1,0,0
11824,16072,11,0,0,0
11825,16073,6,1,0,0
11826,16074,46,2,1,0
11827,16075,36,1,0,0
11828,16076,1,1,0,0
11829,16077,101,0,0,0
11830,16078,56,10,2,0
11831,16079,115,2,1,0
11832,16082,101,0,0,0
11833,16083,101,0,2,0
11834,16084,111,3,1,0
11835,16087,101,7,6,0
11836,16088,16,4,0,0
11837,16089,51,7,13,0
11838,16091,6,1,0,0
11839,16092,101,1,2,0
11840,16093,26,3,0,0
11841,16094,101,0,0,0
11842,16095,101,1,2,0
11843,16096,3,2,0,0
11844,16097,144,7,6,0
11845,16098,13,1,0,0
11846,16099,1,1,0,0
11847,16101,183,17,5,0
11848,16102,11,7,0,0
11849,16103,1,0,0,0
11850,16104,18,4,0,0
11851,16105,1,1,0,0
11852,16107,18,5,3,0
11853,16111,90,17,20,0
11854,16112,11,1,0,0
11855,16113,78,4,13,0
11856,16114,6,2,0,0
11857,16115,6,0,0,0
11858,16116,101,1,1,0
11859,16117,11,1,0,0
11860,16118,101,0,2,0
11861,16119,18,4,0,0
11862,16120,101,0,0,0
11863,16121,106,11,0,0
11864,16122,1,0,0,0
11865,16123,1,1,0,0
11866,16124,101,1,1,0
11867,16125,26,19,0,0
11868,16126,1,0,0,0
11869,16127,11,20,10,0
11870,16128,31,1,2,0
11871,16129,13,1,0,0
11872,16130,1,0,0,0
11873,16131,51,2,0,0
11874,16132,101,0,0,0
11875,16134,306,38,0,0
11876,16135,1,0,0,0
11877,16136,23,0,0,0
11878,16137,750,46,17,0
11879,16138,21,0,0,0
11880,16139,1,3,0,0
11881,16140,181,13,9,0
11882,16141,101,1,1,0
11883,16142,113,7,1,0
11884,16143,6,2,0,0
11885,16144,11,0,0,0
11886,16146,101,1,0,0
11887,16147,1,1,0,0
11888,16148,11,0,0,0
11889,16149,26,4,0,0
11890,16150,13,5,0,0
11891,16151,46,7,0,0
11892,16152,16,3,0,0
11893,16153,113,2,1,0
11894,16154,1,0,0,0
11895,16155,1,1,0,0
11896,16157,26,5,0,0
11897,16158,101,17,0,0
11898,16159,106,1,12,0
11899,16160,101,7,0,0
11900,16161,16,7,0,0
11901,16162,101,0,0,0
11902,16163,101,0,2,0
11903,16164,18,4,1,0
11904,16165,11,4,0,0
11905,16166,61,2,0,0
11906,16167,1,0,0,0
11907,16168,101,0,0,0
11908,16169,101,0,0,0
11909,16170,6,2,0,0
11910,16171,101,0,0,0
11911,16172,101,0,0,0
11912,16173,1,0,0,0
11913,16174,8,1,0,0
11914,16175,423,105,30,1
11915,16176,21,0,0,0
11916,16177,1,0,0,0
11917,16178,51,6,0,0
11918,16179,11,2,0,0
11919,16180,21,1,0,0
11920,16181,111,3,2,0
11921,16184,11,2,0,0
11922,16185,6,4,0,0
11923,16186,11,1,0,0
11924,16188,1,8,0,0
11925,16189,101,0,2,0
11926,16192,76,1,3,0
11927,16193,101,0,3,0
11928,16194,1,0,0,0
11929,16195,1,0,0,0
11930,16196,101,1,0,0
11931,16197,6,1,0,0
11932,16198,121,2,7,0
11933,16199,29,4,0,0
11934,16202,101,0,0,0
11935,16203,108,9,29,0
11936,16204,55,6,2,0
11937,16205,6,0,0,0
11938,16206,101,4,1,0
11939,16208,19,15,0,0
11940,16209,1,0,0,0
11941,16210,78,13,4,0
11942,16212,6,1,0,0
11943,16213,31,20,0,0
11944,16215,31,6,0,0
11945,16216,8,5,0,0
11946,16217,101,0,0,0
11947,16218,1,4,0,0
11948,16219,6,1,0,0
11949,16220,36,3,2,0
11950,16221,101,0,0,0
11951,16222,8,5,0,0
11952,16224,1,1,0,0
11953,16225,121,15,1,0
11954,16226,1,0,0,0
11955,16227,33,2,1,0
11956,16228,113,10,20,0
11957,16229,101,2,1,0
11958,16230,21,3,0,0
11959,16231,6,1,0,0
11960,16232,6,0,0,0
11961,16233,101,0,0,0
11962,16234,36,3,0,0
11963,16235,157,2,7,0
11964,16236,6,2,0,0
11965,16237,101,1,1,0
11966,16238,96,22,48,0
11967,16239,136,13,0,0
11968,16240,1,1,0,0
11969,16241,16,4,0,0
11970,16242,139,5,26,0
11971,16243,171,21,17,0
11972,16244,101,0,2,0
11973,16246,21,3,3,0
11974,16247,23,2,1,0
11975,16248,101,2,0,0
11976,16250,101,1,2,0
11977,16251,16,0,0,0
11978,16252,101,0,0,0
11979,16253,131,5,1,0
11980,16254,101,0,0,0
11981,16255,16,2,0,0
11982,16256,6,0,0,0
11983,16257,4,1,0,0
11984,16259,1,3,0,0
11985,16260,41,1,0,0
11986,16261,21,4,0,0
11987,16262,6,1,0,0
11988,16263,27,11,1,0
11989,16264,101,1,0,0
11990,16265,36,3,3,0
11991,16266,11,0,0,0
11992,16269,13,8,0,0
11993,16270,101,11,34,0
11994,16271,1,0,0,0
11995,16272,1,0,0,0
11996,16273,1,0,0,0
11997,16274,101,2,2,0
11998,16275,101,0,7,0
11999,16276,23,2,1,0
12000,16277,101,2,0,0
12001,16278,1,0,0,0
12002,16279,101,1,1,0
12003,16280,131,1,2,0
12004,16281,101,3,1,0
12005,16282,130,10,17,0
12006,16283,6,0,0,0
12007,16284,1,0,0,0
12008,16285,13,2,0,0
12009,16286,68,11,7,0
12010,16287,11,1,0,0
12011,16288,161,2,0,0
12012,16289,1,0,0,0
12013,16290,103,3,0,0
12014,16292,1,2,0,0
12015,16293,11,0,0,0
12016,16294,38,3,9,0
12017,16295,111,2,0,0
12018,16296,6,2,0,0
12019,16297,2108,163,92,10
12020,16298,18,15,0,0
12021,16299,101,0,0,0
12022,16300,101,3,0,0
12023,16301,1,0,0,0
12024,16302,101,0,0,0
12025,16303,101,0,0,0
12026,16306,131,11,10,0
12027,16307,11,1,0,0
12028,16308,1,3,0,0
12029,16309,36,1,0,0
12030,16310,101,0,2,0
12031,16311,101,0,2,0
12032,16312,101,1,2,0
12033,16313,1,0,0,0
12034,16314,101,0,1,0
12035,16315,101,0,0,0
12036,16317,6,4,0,0
12037,16318,121,5,2,0
12038,16319,293,36,123,1
12039,16320,1,1,0,0
12040,16321,26,2,0,0
12041,16322,101,0,1,0
12042,16323,76,13,5,0
12043,16324,1,1,0,0
12044,16325,24,12,0,0
12045,16326,16,3,0,0
12046,16327,101,1,1,0
12047,16328,1,0,0,0
12048,16329,145,8,6,0
12049,16330,1,0,0,0
12050,16331,6,1,0,0
12051,16332,1,0,0,0
12052,16333,25,0,0,0
12053,16334,1,0,0,0
12054,16335,11,4,0,0
12055,16336,16,2,0,0
12056,16337,11,4,0,0
12057,16339,101,1,0,0
12058,16340,1,4,0,0
12059,16342,101,0,0,0
12060,16343,21,4,0,0
12061,16344,106,0,0,0
12062,16346,11,2,0,0
12063,16347,6,1,0,0
12064,16348,141,5,1,0
12065,16349,101,2,0,0
12066,16350,101,0,0,0
12067,16351,101,0,7,0
12068,16352,1,1,0,0
12069,16354,101,2,2,0
12070,16356,1,0,0,0
12071,16357,1,0,0,0
12072,16359,1,0,0,0
12073,16360,16,12,2,0
12074,16361,1,3,0,0
12075,16362,206,30,15,0
12076,16363,6,4,0,0
12077,16364,26,3,0,0
12078,16365,80,15,8,0
12079,16366,6,3,0,0
12080,16367,3,4,0,0
12081,16368,1,0,0,0
12082,16369,11,8,0,0
12083,16370,6,3,0,0
12084,16371,101,2,0,0
12085,16372,1,0,0,0
12086,16373,13,1,0,0
12087,16374,8,0,0,0
12088,16375,38,11,0,0
12089,16376,6,1,0,0
12090,16377,4,11,0,0
12091,16378,103,2,0,0
12092,16379,16,1,0,0
12093,16380,36,1,0,0
12094,16382,130,10,11,0
12095,16383,111,0,1,0
12096,16384,101,0,1,0
12097,16385,1,0,0,0
12098,16387,55,10,4,0
12099,16389,11,0,0,0
12100,16391,11,2,0,0
12101,16393,158,63,5,0
12102,16394,1,1,0,0
12103,16396,1,0,0,0
12104,16397,6,0,0,0
12105,16398,3,3,0,0
12106,16399,123,0,4,0
12107,16400,8,1,0,0
12108,16402,23,3,0,0
12109,16403,1,0,0,0
12110,16404,128,7,2,0
12111,16405,43,1,2,0
12112,16406,26,3,1,0
12113,16407,23,1,1,0
12114,16408,106,2,0,0
12115,16409,11,0,0,0
12116,16410,1,1,0,0
12117,16413,43,1,40,0
12118,16415,26,7,0,0
12119,16416,1,0,0,0
12120,16417,131,1,0,0
12121,16418,1,8,0,0
12122,16419,101,2,13,0
12123,16420,56,4,0,0
12124,16421,21,2,0,0
12125,16423,16,1,0,0
12126,16424,101,1,6,0
12127,16425,11,1,0,0
12128,16426,101,1,3,0
12129,16428,108,4,0,0
12130,16429,101,3,0,0
12131,16431,1,0,0,0
12132,16432,46,4,0,0
12133,16433,6,3,0,0
12134,16434,13,1,0,0
12135,16435,21,0,0,0
12136,16436,101,3,1,0
12137,16437,11,2,0,0
12138,16438,18,0,0,0
12139,16439,23,14,2,0
12140,16440,101,0,0,0
12141,16441,28,16,0,0
12142,16444,38,5,8,0
12143,16446,266,16,2,0
12144,16447,16,3,0,0
12145,16449,1,0,0,0
12146,16450,108,0,0,0
12147,16451,116,0,0,0
12148,16452,31,3,0,0
12149,16453,16,0,0,0
12150,16454,36,8,0,0
12151,16456,6,0,0,0
12152,16457,130,9,0,0
12153,16458,58,5,1,0
12154,16460,101,0,0,0
12155,16461,6,3,0,0
12156,16462,103,2,2,0
12157,16465,6,1,0,0
12158,16467,1,0,0,0
12159,16468,6,1,0,0
12160,16469,111,5,0,0
12161,16470,101,0,5,0
12162,16471,1,0,0,0
12163,16472,16,2,0,0
12164,16473,1,2,0,0
12165,16474,76,12,4,0
12166,16475,101,2,2,0
12167,16476,101,3,0,0
12168,16479,11,3,0,0
12169,16480,1,0,0,0
12170,16481,11,0,0,0
12171,16483,123,2,6,0
12172,16484,1,5,0,0
12173,16485,1,3,0,0
12174,16486,16,7,0,0
12175,16487,101,0,0,0
12176,16488,1,1,0,0
12177,16489,101,1,1,0
12178,16491,31,7,0,0
12179,16493,1,2,0,0
12180,16495,9,0,0,0
12181,16496,165,10,2,0
12182,16497,11,0,0,0
12183,16498,101,0,11,0
12184,16501,101,0,0,0
12185,16502,13,7,0,0
12186,16503,1,2,0,0
12187,16504,101,1,1,0
12188,16505,4,2,0,0
12189,16506,21,6,6,0
12190,16508,46,0,6,0
12191,16509,101,0,0,0
12192,16510,101,0,0,0
12193,16512,1,2,0,0
12194,16513,1,1,0,0
12195,16514,11,13,0,0
12196,16515,18,0,0,0
12197,16516,1,2,0,0
12198,16517,1,1,0,0
12199,16519,6,4,0,0
12200,16520,118,8,0,0
12201,16521,1,1,0,0
12202,16522,1,0,0,0
12203,16524,13,2,0,0
12204,16526,36,6,0,0
12205,16527,61,7,0,0
12206,16528,101,3,0,0
12207,16529,101,1,2,0
12208,16530,1,0,0,0
12209,16532,8,2,0,0
12210,16533,1,1,0,0
12211,16534,43,39,4,0
12212,16535,11,2,0,0
12213,16537,118,6,7,0
12214,16538,41,6,0,0
12215,16540,1,0,0,0
12216,16541,28,3,6,0
12217,16542,263,24,3,1
12218,16543,1,0,0,0
12219,16544,1,0,0,0
12220,16545,184,11,1,0
12221,16546,21,0,0,0
12222,16547,16,5,0,0
12223,16548,13,1,0,0
12224,16549,1,2,0,0
12225,16550,6,2,0,0
12226,16551,1,0,0,0
12227,16552,31,1,0,0
12228,16553,16,1,0,0
12229,16554,21,2,0,0
12230,16556,1,0,0,0
12231,16557,294,34,20,1
12232,16558,1,0,0,0
12233,16559,1,0,0,0
12234,16560,101,0,0,0
12235,16561,1,0,0,0
12236,16565,1,0,0,0
12237,16566,26,1,0,0
12238,16567,1,0,0,0
12239,16568,13,4,0,0
12240,16570,14,10,0,0
12241,16571,131,17,2,0
12242,16572,106,2,0,0
12243,16573,1,0,0,0
12244,16574,73,10,12,0
12245,16576,1,0,0,0
12246,16577,101,1,0,0
12247,16578,101,0,0,0
12248,16579,211,14,1,0
12249,16580,111,17,6,0
12250,16581,136,9,0,0
12251,16583,101,2,0,0
12252,16584,101,0,1,0
12253,16585,108,23,0,0
12254,16586,101,0,0,0
12255,16588,1,0,0,0
12256,16590,101,0,0,0
12257,16591,6,1,0,0
12258,16592,286,62,0,0
12259,16593,101,0,0,0
12260,16594,101,0,1,0
12261,16595,1,1,0,0
12262,16596,611,49,46,1
12263,16598,123,0,3,0
12264,16599,86,2,0,0
12265,16600,8,0,0,0
12266,16601,11,0,0,0
12267,16602,11,3,0,0
12268,16605,21,1,0,0
12269,16606,101,0,0,0
12270,16607,101,0,5,0
12271,16608,1,0,0,0
12272,16609,138,9,2,0
12273,16611,1,1,0,0
12274,16612,501,16,61,0
12275,16614,101,0,0,0
12276,16615,11,2,6,0
12277,16616,1,1,0,0
12278,16618,6,2,0,0
12279,16622,1,2,0,0
12280,16623,63,5,0,0
12281,16626,101,0,0,0
12282,16627,101,0,0,0
12283,16629,1,3,0,0
12284,16630,41,2,0,0
12285,16631,1,0,0,0
12286,16635,101,1,0,0
12287,16636,11,0,0,0
12288,16637,101,0,0,0
12289,16638,6,1,0,0
12290,16639,101,0,2,0
12291,16640,1036,47,95,4
12292,16642,1,0,0,0
12293,16643,1,5,0,0
12294,16644,101,1,0,0
12295,16645,106,2,10,0
12296,16646,11,4,0,0
12297,16647,109,6,0,0
12298,16648,101,0,1,0
12299,16649,13,1,0,0
12300,16650,6,1,0,0
12301,16651,36,5,0,0
12302,16652,101,0,0,0
12303,16653,101,0,4,0
12304,16654,1,0,0,0
12305,16656,158,3,0,0
12306,16657,1,0,0,0
12307,16658,101,1,1,0
12308,16659,101,3,3,0
12309,16660,1,0,0,0
12310,16662,33,8,0,0
12311,16663,1062,51,48,2
12312,16664,91,6,1,0
12313,16665,11,2,0,0
12314,16666,50,19,4,0
12315,16667,1,0,0,0
12316,16668,6,1,0,0
12317,16670,1,1,0,0
12318,16671,11,1,0,0
12319,16672,106,19,6,0
12320,16673,1,2,0,0
12321,16674,1,1,0,0
12322,16675,21,10,0,0
12323,16676,1,0,0,0
12324,16677,101,1,3,0
12325,16680,31,5,0,0
12326,16681,121,2,0,0
12327,16682,1,0,0,0
12328,16684,101,3,0,0
12329,16686,101,1,0,0
12330,16687,11,4,0,0
12331,16688,101,0,0,0
12332,16689,1,3,0,0
12333,16690,101,4,1,0
12334,16691,1,1,0,0
12335,16692,103,4,0,0
12336,16693,111,2,0,0
12337,16694,120,5,6,0
12338,16695,11,0,0,0
12339,16696,1,0,0,0
12340,16697,1,0,0,0
12341,16698,36,2,0,0
12342,16699,1,1,0,0
12343,16700,1,0,0,0
12344,16701,1,8,0,0
12345,16702,1,0,0,0
12346,16703,1,0,0,0
12347,16704,21,1,0,0
12348,16705,133,14,66,2
12349,16706,1,0,0,0
12350,16707,1,0,0,0
12351,16708,1,0,0,0
12352,16709,1469,130,144,14
12353,16710,1,0,0,0
12354,16711,101,0,0,0
12355,16712,1,2,0,0
12356,16713,1,0,0,0
12357,16715,11,1,0,0
12358,16716,69,27,32,0
12359,16717,1,0,0,0
12360,16718,1,0,0,0
12361,16719,1,0,0,0
12362,16721,6,18,0,0
12363,16722,6,0,0,0
12364,16723,101,0,10,0
12365,16724,8,0,0,0
12366,16725,1,1,0,0
12367,16726,88,2,4,0
12368,16728,101,2,0,0
12369,16729,1,1,0,0
12370,16730,102,10,2,0
12371,16732,131,5,0,0
12372,16733,101,0,1,0
12373,16734,101,0,0,0
12374,16735,101,0,0,0
12375,16736,101,6,0,0
12376,16737,18,2,0,0
12377,16738,1,1,0,0
12378,16739,101,1,0,0
12379,16740,111,3,1,0
12380,16741,1,1,0,0
12381,16742,36,1,0,0
12382,16743,1,1,0,0
12383,16744,28,10,1,0
12384,16745,101,0,0,0
12385,16746,1,1,0,0
12386,16748,111,8,2,0
12387,16750,395,11,0,0
12388,16751,116,2,0,0
12389,16753,101,2,0,0
12390,16755,101,0,0,0
12391,16756,101,0,42,0
12392,16757,9,4,0,0
12393,16761,1,1,0,0
12394,16763,148,12,8,0
12395,16764,1,1,0,0
12396,16765,1490,35,12,0
12397,16766,1,0,0,0
12398,16767,6,0,0,0
12399,16773,101,0,1,0
12400,16774,30,5,4,0
12401,16776,130,18,6,0
12402,16777,101,0,0,0
12403,16778,1,0,0,0
12404,16780,51,6,0,0
12405,16781,1,0,0,0
12406,16782,11,0,0,0
12407,16783,101,0,0,0
12408,16784,37,5,0,0
12409,16786,8,0,0,0
12410,16787,1,0,0,0
12411,16788,1,0,0,0
12412,16789,116,18,0,0
12413,16791,26,2,2,0
12414,16793,31,1,0,0
12415,16794,6,3,0,0
12416,16797,108,5,0,0
12417,16798,101,0,6,0
12418,16799,101,0,1,0
12419,16800,101,0,0,0
12420,16801,133,5,0,0
12421,16802,13,1,0,0
12422,16803,101,0,1,0
12423,16804,101,1,1,0
12424,16805,1,0,0,0
12425,16807,1,0,0,0
12426,16808,11,3,0,0
12427,16809,1,0,0,0
12428,16810,103,1,0,0
12429,16811,312,135,143,8
12430,16812,376,14,6,0
12431,16813,1,1,0,0
12432,16814,21,3,0,0
12433,16815,116,6,1,0
12434,16816,1,4,0,0
12435,16817,25,0,0,0
12436,16818,1,0,0,0
12437,16819,116,2,8,0
12438,16821,6,6,0,0
12439,16822,1,0,0,0
12440,16823,101,0,0,0
12441,16824,6,1,0,0
12442,16826,6,0,0,0
12443,16827,26,3,0,0
12444,16828,101,1,0,0
12445,16830,6,3,0,0
12446,16831,1,1,0,0
12447,16832,29,6,0,0
12448,16833,1,0,0,0
12449,16834,11,1,0,0
12450,16835,101,0,0,0
12451,16836,1,0,0,0
12452,16837,347,84,22,0
12453,16838,1,0,0,0
12454,16839,1,0,0,0
12455,16840,101,0,2,0
12456,16841,118,3,0,0
12457,16842,111,4,0,0
12458,16843,184,15,152,0
12459,16844,21,1,0,0
12460,16845,99,1,11,0
12461,16846,101,1,0,0
12462,16847,41,18,0,0
12463,16848,16,4,0,0
12464,16849,11,6,0,0
12465,16850,36,10,0,0
12466,16851,11,0,0,0
12467,16852,101,2,3,0
12468,16853,166,15,1,0
12469,16855,101,0,0,0
12470,16856,6,2,0,0
12471,16857,101,0,0,0
12472,16858,101,0,1,0
12473,16859,1391,61,204,4
12474,16860,6,1,0,0
12475,16861,101,0,0,0
12476,16862,101,0,0,0
12477,16863,11,0,0,0
12478,16864,101,1,0,0
12479,16865,116,1,1,0
12480,16866,1,0,0,0
12481,16867,16,0,0,0
12482,16868,118,3,1,0
12483,16869,101,0,0,0
12484,16870,111,1,0,0
12485,16871,101,0,0,0
12486,16872,101,0,2,0
12487,16873,13,9,0,0
12488,16874,101,0,1,0
12489,16875,11,1,0,0
12490,16876,41,0,0,0
12491,16880,110,2,0,0
12492,16881,13,1,0,0
12493,16882,11,1,0,0
12494,16883,6,0,0,0
12495,16884,6,6,0,0
12496,16885,11,0,0,0
12497,16886,6,0,0,0
12498,16887,136,3,5,0
12499,16888,6,1,0,0
12500,16889,1,0,0,0
12501,16890,1,2,0,0
12502,16891,101,1,5,0
12503,16893,101,0,1,0
12504,16894,1,1,0,0
12505,16895,1,0,0,0
12506,16896,21,2,0,0
12507,16897,83,23,7,0
12508,16898,117,14,0,0
12509,16899,11,2,0,0
12510,16901,53,2,1,0
12511,16902,11,0,0,0
12512,16903,41,1,0,0
12513,16907,147,14,0,0
12514,16908,6,0,0,0
12515,16909,101,1,1,0
12516,16910,1,0,0,0
12517,16911,6,2,0,0
12518,16912,137,23,8,0
12519,16913,101,0,0,0
12520,16914,6,6,0,0
12521,16915,11,0,0,0
12522,16916,6,1,0,0
12523,16917,1,0,0,0
12524,16918,106,4,0,0
12525,16919,81,22,0,0
12526,16920,101,0,0,0
12527,16921,101,2,1,0
12528,16922,199,10,131,0
12529,16923,101,0,0,0
12530,16924,101,0,1,0
12531,16925,1,0,0,0
12532,16926,20,7,1,0
12533,16927,16,3,0,0
12534,16928,1,0,0,0
12535,16929,6,4,0,0
12536,16930,121,19,0,0
12537,16931,6,2,0,0
12538,16932,111,3,0,0
12539,16933,101,0,0,0
12540,16934,36,16,1,0
12541,16935,1,0,0,0
12542,16937,135,27,5,0
12543,16938,152,4,8,0
12544,16939,184,63,55,2
12545,16940,1,0,0,0
12546,16941,31,5,1,0
12547,16942,1,1,0,0
12548,16943,161,33,0,0
12549,16944,1,0,0,0
12550,16945,11,3,0,0
12551,16946,101,0,0,0
12552,16947,11,0,0,0
12553,16949,225,35,22,2
12554,16950,21,2,0,0
12555,16951,6,1,0,0
12556,16952,31,3,0,0
12557,16953,1,0,0,0
12558,16954,6,0,0,0
12559,16955,63,14,0,0
12560,16956,1,3,0,0
12561,16957,1,1,0,0
12562,16958,6,2,0,0
12563,16959,11,1,0,0
12564,16960,6,2,0,0
12565,16961,103,4,0,0
12566,16962,1,0,0,0
12567,16963,1,0,0,0
12568,16964,1,0,0,0
12569,16965,101,0,5,0
12570,16967,33,0,5,0
12571,16969,26,7,6,0
12572,16971,1,0,0,0
12573,16972,11,1,0,0
12574,16973,115,4,2,0
12575,16974,1148,99,213,0
12576,16975,1,0,0,0
12577,16976,1,0,0,0
12578,16978,26,0,0,0
12579,16979,103,1,1,0
12580,16980,36,5,0,0
12581,16981,1,0,0,0
12582,16982,13,0,0,0
12583,16984,101,0,20,0
12584,16985,1,0,0,0
12585,16986,1,0,0,0
12586,16987,191,12,0,1
12587,16989,363,91,55,0
12588,16990,16,3,0,0
12589,16991,46,2,0,0
12590,16993,1,0,0,0
12591,16994,11,4,0,0
12592,16995,1,2,0,0
12593,16996,1,0,0,0
12594,16997,1,1,0,0
12595,16998,108,1,1,0
12596,16999,13,3,0,0
12597,17000,38,1,0,0
12598,17001,21,9,0,0
12599,17002,21,0,0,0
12600,17003,6,0,0,0
12601,17004,101,0,0,0
12602,17006,1,0,0,0
12603,17007,3,2,0,0
12604,17009,11,2,0,0
12605,17010,135,21,42,0
12606,17011,1,0,0,0
12607,17012,6,0,0,0
12608,17013,1,0,0,0
12609,17014,101,1,1,0
12610,17015,141,9,1,0
12611,17016,1,1,0,0
12612,17017,65,15,18,0
12613,17018,6,0,0,0
12614,17019,6,0,0,0
12615,17020,6,0,0,0
12616,17021,16,1,0,0
12617,17022,101,0,0,0
12618,17023,221,28,7,2
12619,17024,101,0,0,0
12620,17025,79,13,7,0
12621,17026,101,0,0,0
12622,17027,1,0,0,0
12623,17028,16,4,2,0
12624,17029,101,0,0,0
12625,17030,116,1,0,0
12626,17031,6,2,0,0
12627,17032,1,1,0,0
12628,17033,13,7,0,0
12629,17034,31,1,0,0
12630,17035,43,26,2,0
12631,17036,21,2,0,0
12632,17037,1,2,0,0
12633,17038,11,0,0,0
12634,17039,6,0,0,0
12635,17040,21,0,0,0
12636,17041,103,3,0,0
12637,17042,286,24,1,0
12638,17044,21,1,0,0
12639,17045,86,23,4,0
12640,17046,334,12,10,0
12641,17048,16,1,0,0
12642,17049,101,3,0,0
12643,17051,1,1,0,0
12644,17052,21,1,1,0
12645,17053,31,8,0,0
12646,17054,193,6,1,0
12647,17055,16,5,0,0
12648,17056,21,2,1,0
12649,17057,111,1,0,0
12650,17058,101,2,1,0
12651,17059,101,0,0,0
12652,17060,101,0,0,0
12653,17062,181,47,7,1
12654,17063,101,0,0,0
12655,17064,101,0,0,0
12656,17065,1,2,0,0
12657,17068,21,10,0,0
12658,17069,1,0,0,0
12659,17070,101,1,0,0
12660,17071,1,2,0,0
12661,17072,1981,305,523,16
12662,17073,1,1,0,0
12663,17074,1,0,0,0
12664,17076,72,4,3,0
12665,17079,1,0,0,0
12666,17080,13,1,0,0
12667,17081,11,0,0,0
12668,17082,6,0,0,0
12669,17083,111,0,1,0
12670,17084,176,4,1,0
12671,17085,16,1,0,0
12672,17086,1,0,0,0
12673,17087,1,0,0,0
12674,17088,1,0,0,0
12675,17089,33,9,1,0
12676,17090,1,0,0,0
12677,17091,18,1,0,0
12678,17092,1,0,0,0
12679,17093,16,4,0,0
12680,17094,21,4,1,0
12681,17096,856,114,119,10
12682,17097,1,0,0,0
12683,17099,1,2,0,0
12684,17100,151,5,1,0
12685,17101,1,0,0,0
12686,17102,46,1,0,0
12687,17103,26,3,0,0
12688,17104,21,1,0,0
12689,17105,13,0,0,0
12690,17106,196,16,7,0
12691,17107,108,21,14,0
12692,17108,30,11,1,0
12693,17109,16,3,1,0
12694,17110,6,0,0,0
12695,17111,11,1,0,0
12696,17112,209,41,26,0
12697,17113,13,2,0,0
12698,17115,13,7,0,0
12699,17116,1,10,0,0
12700,17118,16,0,0,0
12701,17119,19,5,0,0
12702,17121,1,2,0,0
12703,17122,6,4,0,0
12704,17123,1,0,0,0
12705,17124,487,19,0,0
12706,17125,117,9,1,0
12707,17126,33,7,3,0
12708,17128,146,1,11,0
12709,17129,1,0,0,0
12710,17130,55,5,3,0
12711,17131,1,0,0,0
12712,17132,18,7,0,0
12713,17133,23,1,0,0
12714,17135,1,0,0,0
12715,17136,1,0,0,0
12716,17137,1,0,0,0
12717,17138,31,9,0,0
12718,17139,1,3,0,0
12719,17140,188,10,2,0
12720,17141,46,1,0,0
12721,17142,26,3,0,0
12722,17143,31,1,0,0
12723,17144,11,1,0,0
12724,17145,1,0,0,0
12725,17146,13,1,0,0
12726,17147,105,16,53,0
12727,17148,1,0,0,0
12728,17149,1,0,0,0
12729,17150,1,0,0,0
12730,17151,6,2,0,0
12731,17152,101,0,1,0
12732,17153,1,0,0,0
12733,17154,1,0,0,0
12734,17155,1,2,0,0
12735,17156,101,1,0,0
12736,17157,1,0,0,0
12737,17158,121,1,1,0
12738,17159,11,12,0,0
12739,17160,1,0,0,0
12740,17161,26,3,0,0
12741,17162,1,0,0,0
12742,17163,101,0,0,0
12743,17164,6,0,0,0
12744,17165,6,1,0,0
12745,17166,11,0,0,0
12746,17167,41,1,0,0
12747,17168,31,8,0,0
12748,17169,6,0,0,0
12749,17170,11,4,0,0
12750,17171,113,2,0,0
12751,17172,1,0,0,0
12752,17173,101,0,0,0
12753,17174,1,0,0,0
12754,17175,1,4,0,0
12755,17176,101,1,6,0
12756,17177,101,0,0,0
12757,17179,11,3,0,0
12758,17181,101,1,3,0
12759,17182,11,0,0,0
12760,17184,11,0,0,0
12761,17185,1,0,0,0
12762,17186,76,3,4,0
12763,17187,1,0,0,0
12764,17188,13,1,0,0
12765,17189,1,0,0,0
12766,17190,111,0,2,0
